File generated by gen_phonebook.pl - 2013-09-05 15:54:57 UTC
8952 airports and 3146 navaids are present in this file (38 freq skipped) 

ICAO  Decription            FRQ      Phone no.          Name
LRBM  BAIA MARE TWR         118.100  0176826677118100  TAUTII MAGHERAUS    
LRBS  PRECISION             125.200  0176826683125200  Bucarest Baneasa    
LRBS  GND                   129.950  0176826683129950  Bucarest Baneasa    
LRBS  TWR                   120.800  0176826683120800  Bucarest Baneasa    
LRCK  BUCURESTI RDR         122.900  0176826775122900  CONSTANTA - MIHAIL KOGALNICEANU
LRCK  TWR                   120.450  0176826775120450  CONSTANTA - MIHAIL KOGALNICEANU
LRCK  ATIS                  118.750  0176826775118750  CONSTANTA - MIHAIL KOGALNICEANU
LRCK  BUCURESTI RDR         127.350  0176826775127350  CONSTANTA - MIHAIL KOGALNICEANU
LRCL  TWR                   134.400  0176826776134400  CLUJ NAPOCA         
LRCL  APP                   125.100  0176826776125100  CLUJ NAPOCA         
LRCL  PRECISION             118.700  0176826776118700  CLUJ NAPOCA         
LRCS  APP                   125.850  0176826783125850  CARANSEBES          
LRCT  DEP                   129.000  0176826784129000  CAMPIA TURZII       
LRCV  APP                   124.300  0176826786124300  CRAIOVA             
LRIA  PRECISION             118.800  0176827365118800  IASI                
LRIA  APP                   119.200  0176827365119200  IASI                
LROD  APP                   120.200  0176827968120200  ORADEA              
LROP  OTOPENI TWR           121.850  0176827980121850  Bucarest Otopeni Intl
LROP  OTOPENI ATIS          118.500  0176827980118500  Bucarest Otopeni Intl
LROP  BUCURESTI APP         120.600  0176827980120600  Bucarest Otopeni Intl
LROP  OTOPENI GND           121.700  0176827980121700  Bucarest Otopeni Intl
LRSB  PRECISON              121.300  0176828366121300  SIBIU               
LRSB  APP                   122.700  0176828366122700  SIBIU               
LRSM  APP                   118.800  0176828377118800  SATU MARE           
LRSV  PRECISION             120.900  0176828386120900  STEFAN CEL MARE     
LRSV  TWR                   118.300  0176828386118300  STEFAN CEL MARE     
LRTC  TULCEA APP            120.300  0176828467120300  CATALOI             
LRTM  TARGU MURES TWR       125.900  0176828477125900  TRANSILVANIA TARGU MURES
LRTM  TARGU MURES APP       121.900  0176828477121900  TRANSILVANIA TARGU MURES
LRTR  TIMISOARA APP         120.100  0176828482120100  TRAIAN VUIA         
LRTR  TIMISOARA GND         121.600  0176828482121600  TRAIAN VUIA         
LSGB  AFIS                  122.150  0176837166122150  Bex                 
LSGC  TWR                   118.125  0176837167118125  Les Eplatures       
LSGE  AFIS                  118.975  0176837169118975  Ecuvillens          
LSGG  ATIS                  124.750  0176837171124750  Geneva              
LSGG  ATIS                  135.575  0176837171135575  Geneva              
LSGG  Geneva Tower (instructed by ATC)  119.700  0176837171119700  Geneva              
LSGG  Geneva Final          120.300  0176837171120300  Geneva              
LSGG  Geneva Approach (instructed by ATC)  131.325  0176837171131325  Geneva              
LSGG  Geneva Departure (instructed by ATC)  121.300  0176837171121300  Geneva              
LSGG  Geneva Tower (auxiliary)  119.900  0176837171119900  Geneva              
LSGG  Geneva Ground         121.675  0176837171121675  Geneva              
LSGG  Geneva Tower          118.700  0176837171118700  Geneva              
LSGG  Geneva Arrival        136.250  0176837171136250  Geneva              
LSGG  Geneva Departure      119.525  0176837171119525  Geneva              
LSGK  AFIS                  119.425  0176837175119425  Saanen              
LSGL  AFIS                  123.200  0176837176123200  Lausanne            
LSGL  ATIS                  118.825  0176837176118825  Lausanne            
LSGN  AFIS                  123.600  0176837178123600  Neuchatel           
LSGP  AFIS                  123.650  0176837180123650  La Cote             
LSGR  AFIS                  127.700  0176837182127700  Reichenbach         
LSGS  RADAR                 126.825  0176837183126825  Sion                
LSGS  SWISS MILITARY RADAR  134.275  0176837183134275  Sion                
LSGS  RADAR                 122.350  0176837183122350  Sion                
LSGS  TWR                   118.275  0176837183118275  Sion                
LSGS  GND                   121.700  0176837183121700  Sion                
LSGT  AFIS                  124.675  0176837184124675  Gruyeres            
LSGY  ATIS                  132.600  0176837189132600  Yverdon Les Bains   
LSGY  AFIS                  131.125  0176837189131125  Yverdon Les Bains   
LSMA  TWR                   119.625  0176837765119625  Alpnach             
LSMD  TWR                   128.475  0176837768128475  Duebendorf          
LSMD  ARR                   134.925  0176837768134925  Duebendorf          
LSME  TWR                   120.425  0176837769120425  Emmen               
LSME  ARR/DEP               119.500  0176837769119500  Emmen               
LSMF  AFIS                  134.825  0176837770134825  Mollis              
LSMM  TWR                   130.150  0176837777130150  Meiringen           
LSMP  ARR                   136.350  0176837780136350  Payerne             
LSMP  TWR                   128.675  0176837780128675  Payerne             
LSPL  AFIS                  118.975  0176838076118975  Langenthal          
LSPM  AFIS                  118.525  0176838077118525  Ambri               
LSPV  AFIS                  123.200  0176838086123200  Wangen-Lachen       
LSTO  AFIS                  126.650  0176838479126650  Motiers             
LSTS  AFIS ASOS             120.050  0176838483120050  St Stephan          
LSTS  TWR TWR               119.425  0176838483119425  St Stephan          
LSTZ  Zweisimmen ATIS       121.225  0176838490121225  Zweisimmen          
LSZA  GND                   121.775  0176839065121775  Lugano              
LSZA  TWR                   120.250  0176839065120250  Lugano              
LSZA  TWR                   122.550  0176839065122550  Lugano              
LSZA  TWR                   119.700  0176839065119700  Lugano              
LSZA  ATIS                  121.175  0176839065121175  Lugano              
LSZB  APP/DEP               127.325  0176839066127325  Bern-Belp           
LSZB  ATIS                  125.125  0176839066125125  Bern-Belp           
LSZB  TWR                   121.025  0176839066121025  Bern-Belp           
LSZB  TWR                   119.700  0176839066119700  Bern-Belp           
LSZC  TWR                   119.625  0176839067119625  Buochs              
LSZF  AFIS                  123.550  0176839070123550  Birrfeld            
LSZG  GND                   121.800  0176839071121800  Grenchen            
LSZG  TWR                   120.100  0176839071120100  Grenchen            
LSZG  ATIS                  121.100  0176839071121100  Grenchen            
LSZG  TWR                   119.700  0176839071119700  Grenchen            
LSZH  CLNC DEL              121.800  0176839072121800  Zurich              
LSZH  DEP                   125.950  0176839072125950  Zurich              
LSZH  ATIS                  128.525  0176839072128525  Zurich              
LSZH  TWR                   118.100  0176839072118100  Zurich              
LSZH  GND                   121.900  0176839072121900  Zurich              
LSZH  TERMINAL              127.750  0176839072127750  Zurich              
LSZJ  AFIS                  124.600  0176839074124600  Courtelary          
LSZL  ATIS                  133.450  0176839076133450  Locarno             
LSZL  TWR                   134.825  0176839076134825  Locarno             
LSZL  GND                   121.700  0176839076121700  Locarno             
LSZO  AFIS                  122.450  0176839079122450  Luzern-Beromuenster 
LSZP  AFIS                  123.150  0176839080123150  Biel-Kappelen       
LSZR  ATIS                  123.775  0176839082123775  St.Gallen-Altenrhein
LSZR  GND                   121.800  0176839082121800  St.Gallen-Altenrhein
LSZR  ZURICH ARR            119.925  0176839082119925  St.Gallen-Altenrhein
LSZR  TWR                   119.700  0176839082119700  St.Gallen-Altenrhein
LSZR  TWR                   118.650  0176839082118650  St.Gallen-Altenrhein
LSZS  AFIS                  135.325  0176839083135325  Samedan             
LSZS  ATIS                  136.600  0176839083136600  Samedan             
LSZT  AFIS                  119.300  0176839084119300  Lommis              
LSZW  AFIS                  123.250  0176839087123250  Thun                
LSZY  AFIS                  122.050  0176839089122050  Porrentruy          
LTAB  TWR                   129.000  0176846566129000  GUVERCINLIK         
LTAB  TWR                   132.000  0176846566132000  GUVERCINLIK         
LTAC  APP                   119.600  0176846567119600  ESENBOGA            
LTAC  ATIS                  123.600  0176846567123600  ESENBOGA            
LTAC  TWR                   118.100  0176846567118100  ESENBOGA            
LTAC  APP                   122.100  0176846567122100  ESENBOGA            
LTAC  APP                   120.600  0176846567120600  ESENBOGA            
LTAC  GND                   121.900  0176846567121900  ESENBOGA            
LTAC  APP                   119.100  0176846567119100  ESENBOGA            
LTAD  ESENBOGA APP          119.600  0176846568119600  ETIMESGUT           
LTAD  ESENBOGA APP          122.100  0176846568122100  ETIMESGUT           
LTAD  ESENBOGA APP          119.100  0176846568119100  ETIMESGUT           
LTAE  ESENBOGA APP          119.600  0176846569119600  AKINCI              
LTAE  ESENBOGA APP          122.100  0176846569122100  AKINCI              
LTAE  ESENBOGA APP          119.100  0176846569119100  AKINCI              
LTAF  TWR                   118.050  0176846570118050  ADANA               
LTAF  TWR                   121.100  0176846570121100  ADANA               
LTAF  INCIRLIK DEP          126.500  0176846570126500  ADANA               
LTAG  APP                   126.500  0176846571126500  INCIRLIK AB         
LTAG  APP                   128.000  0176846571128000  INCIRLIK AB         
LTAG  GND                   123.025  0176846571123025  INCIRLIK AB         
LTAG  TWR                   122.100  0176846571122100  INCIRLIK AB         
LTAG  TWR                   129.400  0176846571129400  INCIRLIK AB         
LTAH  APP                   122.100  0176846572122100  AFYON               
LTAI  APP                   128.300  0176846573128300  Antalya             
LTAI  TWR                   126.100  0176846573126100  Antalya             
LTAI  CLNC DEL              123.175  0176846573123175  Antalya             
